LOCATION_CODE,LOCATION_NAME,PRIMARY_ADDRESS_LINE_1,X_COORDINATE,Y_COORDINATE,COMMUNITY_DISTRICT,COUNCIL_DISTRICT,CENSUS_TRACT,BOROUGH_BLOCK_LOT,NTA,NTA_NAME,PRINCIPAL_NAME,GEOGRAPHICAL_DISTRICT_CODE,ADMIN_DISTRICT_LOCATION_CODE,ADMINISTRATIVE_DISTRICT_NAME,Location 1
X037,P.S. X037 - Multiple Intelligence School,360 WEST 230 STREET,1008117,259145,208,11,29302,2057160725,BX29,Spuyten Duyvil-Kingsbridge                                                 ,KENNETH PETRICCIONE,10,X810,COMMUNITY SCHOOL DISTRICT 10,"360 WEST 230 STREET
BRONX, NY 10463
(40.877935, -73.913694)"
X045,Thomas C. Giordano Middle School 45,2502 LORILLARD PLACE,1015501,252032,206,15,38700,2030670001,BX06,Belmont                                                                    ,ANNAMARIA PERROTTA,10,X810,COMMUNITY SCHOOL DISTRICT 10,"2502 LORILLARD PLACE
BRONX, NY 10458
(40.858389, -73.887026)"
X080,J.H.S. 080 The Mosholu Parkway,149 EAST MOSHOLU PKWY N,1017091,258749,207,11,41900,2033360035,BX43,Norwood                                                                    ,Emmanuel Polanco,10,X810,COMMUNITY SCHOOL DISTRICT 10,"149 EAST MOSHOLU PKWY N
BRONX, NY 10467
(40.876819, -73.881245)"
X095,P.S. 095 Sheila Mencher,3961 HILLMAN AVENUE,1014207,261015,208,11,28100,2032520182,BX28,Van Cortlandt Village                                                      ,SERGE DAVIS,10,X810,COMMUNITY SCHOOL DISTRICT 10,"3961 HILLMAN AVENUE
BRONX, NY 10463
(40.883049, -73.891664)"
X118,J.H.S. 118 William W. Niles,577 EAST 179 STREET,1013996,248501,206,15,37504,2030690001,BX17,East Tremont                                                               ,GIULIA COX,10,X810,COMMUNITY SCHOOL DISTRICT 10,"577 EAST 179 STREET
BRONX, NY 10457
(40.848702, -73.892482)"
X141,Riverdale / Kingsbridge Academy (Middle School / H,660 WEST 237 STREET,1007990,262596,208,11,30900,2059180376,BX22,North Riverdale-Fieldston-Riverdale                                        ,LORI OMARA,10,X810,COMMUNITY SCHOOL DISTRICT 10,"660 WEST 237 STREET
BRONX, NY 10463
(40.887407, -73.914141)"
X206,I.S. 206 Ann Mersereau,2280 AQUEDUCT AVENUE,1010173,252443,207,14,25300,2032090001,BX30,Kingsbridge Heights                                                        ,RAFAEL CABRAL,10,X810,COMMUNITY SCHOOL DISTRICT 10,"2280 AQUEDUCT AVENUE
BRONX, NY 10468
(40.859534, -73.906285)"
X225,Theatre Arts Production Company School,2225 WEBSTER AVENUE,1012632,250523,205,15,37900,2031430043,BX41,Mount Hope                                                                 ,Ron Link,10,HS02,NULL,"2225 WEBSTER AVENUE
BRONX, NY 10457
(40.854257, -73.897404)"
X228,Jonas Bronck Academy,400 EAST FORDHAM ROAD,1014245,252977,206,15,38302,2030337501,BX40,Fordham South                                                              ,Brenda Gonzalez,10,X810,COMMUNITY SCHOOL DISTRICT 10,"400 EAST FORDHAM ROAD
BRONX, NY 10458
(40.860987, -73.891562)"
X243,West Bronx Academy for the Future,500 EAST FORDHAM ROAD,1015058,252424,206,15,38700,2030590001,BX06,Belmont                                                                    ,WILPER MORALES,10,HS08,NULL,"500 EAST FORDHAM ROAD
BRONX, NY 10458
(40.859466, -73.888625)"
X244,The New School for Leadership and Journalism,120 WEST 231 STREET,1011472,258311,208,14,27300,2032530141,BX28,Van Cortlandt Village                                                      ,Eduardo Mora,10,X810,COMMUNITY SCHOOL DISTRICT 10,"120 WEST 231 STREET
BRONX, NY 10463
(40.875636, -73.901565)"
X254,I.S. 254,2452 WASHINGTON AVENUE,1014712,252152,206,15,38700,2030580003,BX06,Belmont                                                                    ,Alexis Marrero,10,X810,COMMUNITY SCHOOL DISTRICT 10,"2452 WASHINGTON AVENUE
BRONX, NY 10458
(40.858721, -73.889878)"
X279,"P.S. 279 Captain Manuel Rivera, Jr.",2100 WALTON AVENUE,1010542,250670,205,14,24100,2031780014,BX41,Mount Hope                                                                 ,Jean Dalton Encke,10,X810,COMMUNITY SCHOOL DISTRICT 10,"2100 WALTON AVENUE
BRONX, NY 10453
(40.854666, -73.904958)"
X280,P.S./M.S. 280 Mosholu Parkway,3202 STEUBEN AVENUE,1017091,258749,207,11,41900,2033360035,BX43,Norwood                                                                    ,JAMES WEEKS,10,X810,COMMUNITY SCHOOL DISTRICT 10,"3202 STEUBEN AVENUE
BRONX, NY 10467
(40.876819, -73.881245)"
X308,Bronx Dance Academy School,3617 BAINBRIDGE AVENUE,1017970,261887,207,11,43100,2033290124,BX43,Norwood                                                                    ,SANDRA SANCHEZ,10,X810,COMMUNITY SCHOOL DISTRICT 10,"3617 BAINBRIDGE AVENUE
BRONX, NY 10467
(40.885428, -73.878051)"
X315,P.S. 315 Lab School,2865 CLAFLIN AVENUE,1011887,257591,208,14,26702,2032500073,BX28,Van Cortlandt Village                                                      ,Gaby Flores,10,X810,COMMUNITY SCHOOL DISTRICT 10,"2865 CLAFLIN AVENUE
BRONX, NY 10468
(40.873659, -73.900068)"
X331,The Bronx School of Young Leaders,40 WEST TREMONT AVENUE,1008920,249231,205,14,21700,2028620014,BX36,University Heights-Morris Heights                                          ,SERAPHA CRUZ,10,X810,COMMUNITY SCHOOL DISTRICT 10,"40 WEST TREMONT AVENUE
BRONX, NY 10453
(40.850722, -73.910827)"
X342,International School for Liberal Arts,2780 RESERVOIR AVENUE,1012719,255917,207,11,40900,2032470070,BX28,Van Cortlandt Village                                                      ,Francine Cruz,10,HS02,NULL,"2780 RESERVOIR AVENUE
BRONX, NY 10468
(40.869061, -73.897066)"
X363,Academy For Personal Leadership And Excellence,120 EAST 184 STREET,1011776,252431,205,14,23703,2031720046,BX40,Fordham South                                                              ,Angelo Ledda,10,X810,COMMUNITY SCHOOL DISTRICT 10,"120 EAST 184 STREET
BRONX, NY 10468
(40.859496, -73.90049)"
X368,In-Tech Academy (M.S. / High School 368),2975 TIBBETT AVENUE,1008117,259145,208,11,29302,2057160725,BX29,Spuyten Duyvil-Kingsbridge                                                 ,Stephen Seltzer,10,X810,COMMUNITY SCHOOL DISTRICT 10,"2975 TIBBETT AVENUE
BRONX, NY 10463
(40.877935, -73.913694)"
X390,M.S. 390,1930 ANDREWS AVENUE,1008313,250547,205,14,24502,2032160002,BX36,University Heights-Morris Heights                                          ,ROBERT MERCEDES,10,X810,COMMUNITY SCHOOL DISTRICT 10,"1930 ANDREWS AVENUE
BRONX, NY 10453
(40.854335, -73.913016)"
X391,The Angelo Patri Middle School,2225 WEBSTER AVENUE,1012632,250523,205,15,37900,2031430043,BX41,Mount Hope                                                                 ,GISELLE FORTICHE OCAMPO,10,X810,COMMUNITY SCHOOL DISTRICT 10,"2225 WEBSTER AVENUE
BRONX, NY 10457
(40.854257, -73.897404)"
X447,Creston Academy,125 EAST 181 STREET,1011045,250915,205,14,23704,2031700001,BX40,Fordham South                                                              ,Mellissa Miller,10,X810,COMMUNITY SCHOOL DISTRICT 10,"125 EAST 181 STREET
BRONX, NY 10453
(40.855337, -73.903139)"
X459,East Fordham Academy for the Arts,120 EAST 184 STREET,1011776,252431,205,14,23703,2031720046,BX40,Fordham South                                                              ,Francisco De La Cruz,10,X810,COMMUNITY SCHOOL DISTRICT 10,"120 EAST 184 STREET
BRONX, NY 10468
(40.859496, -73.90049)"
X019,P.S. 019 Judith K. Weiss,4318 KATONAH AVENUE,1021032,266964,212,11,45102,2033860001,BX62,Woodlawn-Wakefield                                                         ,TIMOTHY SULLIVAN,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"4318 KATONAH AVENUE
BRONX, NY 10470
(40.899351, -73.866949)"
X083,P.S. 083 Donald Hertz,950 RHINELANDER AVENUE,1023323,248687,211,13,24400,2041250001,BX37,Van Nest-Morris Park-Westchester Square                                    ,Brandon Muccino,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"950 RHINELANDER AVENUE
BRONX, NY 10462
(40.849176, -73.858769)"
X089,P.S. 089 Bronx,980 MACE AVENUE,1023181,253534,211,13,32400,2044440016,BX07,Bronxdale                                                                  ,RALPH MARTINEZ,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"980 MACE AVENUE
BRONX, NY 10469
(40.862481, -73.859254)"
X127,J.H.S. 127 The Castle Hill,1560 PURDY STREET,1024869,244894,209,18,22200,2039480055,BX46,Parkchester                                                                ,HARRY SHERMAN,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"1560 PURDY STREET
BRONX, NY 10462
(40.838759, -73.853203)"
X144,J.H.S. 144 Michelangelo,2545 GUNTHER AVENUE,1029467,254041,211,13,31000,2044930001,BX31,Allerton-Pelham Gardens                                                    ,Ellen Barrett,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"2545 GUNTHER AVENUE
BRONX, NY 10469
(40.863842, -73.836525)"
X175,P.S. 175 City Island,200 CITY ISLAND AVENUE,1044140,246972,210,13,51600,2056410280,BX10,Pelham Bay-Country Club-City Island                                        ,AMY LIPSON ELLIS,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"200 CITY ISLAND AVENUE
BRONX, NY 10464
(40.844353, -73.78354)"
X180,M.S. 180 Dr. Daniel Hale Williams,700 BAYCHESTER AVENUE,1030803,257757,210,12,46201,2051410150,BX13,Co-op City                                                                 ,MARLON WILLIAMS,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"700 BAYCHESTER AVENUE
BRONX, NY 10475
(40.874035, -73.831669)"
X181,I.S. 181 Pablo Casals,800 BAYCHESTER AVENUE,1030803,257757,210,12,46201,2051410150,BX13,Co-op City                                                                 ,CHRISTOPHE WARNOCK,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"800 BAYCHESTER AVENUE
BRONX, NY 10475
(40.874035, -73.831669)"
X194,P.S./M.S. 194,2365 WATERBURY AVENUE,1026700,243677,210,18,9600,2038340070,BX59,Westchester-Unionport                                                      ,Rosa Sifuentes-Rosado,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"2365 WATERBURY AVENUE
BRONX, NY 10462
(40.83541, -73.846594)"
X287,North Bronx School of Empowerment,3710 BARNES AVENUE,1022929,260153,212,12,39000,2046750020,BX44,Williamsbridge-Olinville                                                   ,Magdalen Neyra,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"3710 BARNES AVENUE
BRONX, NY 10467
(40.880649, -73.860126)"
X326,Bronx Green Middle School,2441 WALLACE AVENUE,1021584,253392,211,13,33000,2044320001,BX07,Bronxdale                                                                  ,Charles Johnson,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"2441 WALLACE AVENUE
BRONX, NY 10467
(40.862098, -73.865028)"
X355,Bronx Alliance Middle School,3750 BAYCHESTER AVENUE,1028579,262113,212,12,48400,2049350001,BX03,Eastchester-Edenwald-Baychester                                            ,STEVEN COBB,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"3750 BAYCHESTER AVENUE
BRONX, NY 10466
(40.886002, -73.839682)"
X370,Leaders of Tomorrow,3710 BARNES AVENUE,1022929,260153,212,12,39000,2046750020,BX44,Williamsbridge-Olinville                                                   ,Sean Licata,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"3710 BARNES AVENUE
BRONX, NY 10467
(40.880649, -73.860126)"
X462,Cornerstone Academy for Social Action Middle Schoo,3441 STEENWICK AVENUE,1031088,260943,212,12,46202,2052630192,BX13,Co-op City                                                                 ,JAMAAL BOWMAN,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"3441 STEENWICK AVENUE
BRONX, NY 10475
(40.882778, -73.830616)"
X468,Pelham Academy of Academics and Community Engageme,2441 WALLACE AVENUE,1021584,253392,211,13,33000,2044320001,BX07,Bronxdale                                                                  ,ANTHONY RIVERA,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"2441 WALLACE AVENUE
BRONX, NY 10467
(40.862098, -73.865028)"
X498,P.S./M.S. 11X498 - VAN NEST ACADEMY,1640 BRONXDALE AVE,1023541,247174,211,13,24400,2040910001,BX37,Van Nest-Morris Park-Westchester Square                                    ,Carol Ann Gilligan,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"1640 BRONXDALE AVE
BRONX, NY 10462
(40.845023, -73.857989)"
X529,One World Middle School at Edenwald,3750 BAYCHESTER AVENUE,1028579,262113,212,12,48400,2049350001,BX03,Eastchester-Edenwald-Baychester                                            ,Patricia Wynne,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"3750 BAYCHESTER AVENUE
BRONX, NY 10466
(40.886002, -73.839682)"
X532,Baychester Middle School,3750 BAYCHESTER AVENUE,1028579,262113,212,12,48400,2049350001,BX03,Eastchester-Edenwald-Baychester                                            ,SHAWN MANGAR,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"3750 BAYCHESTER AVENUE
BRONX, NY 10466
(40.886002, -73.839682)"
X556,Bronx Park Middle School,2441 WALLACE AVENUE,1021584,253392,211,13,33000,2044320001,BX07,Bronxdale                                                                  ,Dillon Prime,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"2441 WALLACE AVENUE
BRONX, NY 10467
(40.862098, -73.865028)"
X566,Pelham Gardens Middle School,2545 GUNTHER AVENUE,1029467,254041,211,13,31000,2044930001,BX31,Allerton-Pelham Gardens                                                    ,Denise Williams,11,X10C,COMMUNITY SCHOOL DISTRICT 11,"2545 GUNTHER AVENUE
BRONX, NY 10469
(40.863842, -73.836525)"
X098,J.H.S. 098 Herman Ridder,1619 BOSTON ROAD,1014525,243963,203,17,15500,2029390093,BX75,Crotona Park East                                                          ,Mark Turcotte,12,X812,COMMUNITY SCHOOL DISTRICT 12,"1619 BOSTON ROAD
BRONX, NY 10460
(40.836245, -73.890591)"
X129,M.S. 129 Academy for Independent Learning and Lead,2055 MAPES AVENUE,1015591,247565,206,15,37100,2031090001,BX17,East Tremont                                                               ,Raymond Granda,12,X812,COMMUNITY SCHOOL DISTRICT 12,"2055 MAPES AVENUE
BRONX, NY 10460
(40.846128, -73.886721)"
X190,E.S.M.T- I.S. 190,1550 CROTONA PARK EAST,1013918,243930,203,17,15300,2029390045,BX75,Crotona Park East                                                          ,Castella Mckenzie,12,X812,COMMUNITY SCHOOL DISTRICT 12,"1550 CROTONA PARK EAST
BRONX, NY 10460
(40.836156, -73.892784)"
X211,P.S. 211,1919 PROSPECT AVENUE,1014645,246681,206,17,36901,2029510032,BX17,East Tremont                                                               ,Tanya Drummond,12,X812,COMMUNITY SCHOOL DISTRICT 12,"1919 PROSPECT AVENUE
BRONX, NY 10457
(40.843705, -73.890145)"
X212,P.S. 212,1180 TINTON AVENUE,1011891,241104,203,17,13500,2026720001,BX35,Morrisania-Melrose                                                         ,Fatimah Ali,12,X812,COMMUNITY SCHOOL DISTRICT 12,"1180 TINTON AVENUE
BRONX, NY 10456
(40.828406, -73.900121)"
X214,P.S. 214,1970 WEST FARMS ROAD,1017473,245079,206,17,6000,2030210038,BX75,Crotona Park East                                                          ,DAVID CINTRON,12,X812,COMMUNITY SCHOOL DISTRICT 12,"1970 WEST FARMS ROAD
BRONX, NY 10460
(40.839297, -73.879931)"
X217,School of Performing Arts,977 FOX STREET,1013486,238792,202,17,15900,2027140004,BX27,Hunts Point                                                                ,Dionne Williams,12,X812,COMMUNITY SCHOOL DISTRICT 12,"977 FOX STREET
BRONX, NY 10459
(40.822056, -73.894368)"
X242,Mott Hall V,1551 EAST 172ND STREET,1017958,242606,209,18,5600,2038640001,BX08,West Farms-Bronx River                                                     ,PETER OROSZLANY,12,X812,COMMUNITY SCHOOL DISTRICT 12,"1551 EAST 172ND STREET
BRONX, NY 10472
(40.832508, -73.878191)"
X267,Bronx Latin,800 HOME STREET,1011761,240567,203,16,13100,2026710011,BX33,Longwood                                                                   ,Annette Fiorentino,12,HS08,NULL,"800 HOME STREET
BRONX, NY 10456
(40.826933, -73.900593)"
X271,East Bronx Academy for the Future,1716 SOUTHERN BOULEVARD,1015328,244174,203,17,16100,2029830015,BX75,Crotona Park East                                                          ,SARAH SCROGIN,12,HS08,NULL,"1716 SOUTHERN BOULEVARD
BRONX, NY 10460
(40.836821, -73.887688)"
X273,Frederick Douglass Academy V. Middle School,2111 CROTONA AVENUE,1014963,248519,206,15,37300,2030810026,BX17,East Tremont                                                               ,SAYI NEUFELD,12,X812,COMMUNITY SCHOOL DISTRICT 12,"2111 CROTONA AVENUE
BRONX, NY 10457
(40.848748, -73.888987)"
X286,Fannie Lou Hamer Middle School,1001 JENNINGS STREET,1015648,242233,203,17,15700,2030080001,BX75,Crotona Park East                                                          ,Abbey Wilson,12,X812,COMMUNITY SCHOOL DISTRICT 12,"1001 JENNINGS STREET
BRONX, NY 10460
(40.831493, -73.88654)"
X316,Kappa III,2055 MAPES AVENUE,1015591,247565,206,15,37100,2031090001,BX17,East Tremont                                                               ,Jean Colon,12,X812,COMMUNITY SCHOOL DISTRICT 12,"2055 MAPES AVENUE
BRONX, NY 10460
(40.846128, -73.886721)"
X318,"I.S. X318 Math, Science & Technology Through Arts",1919 PROSPECT AVENUE,1014645,246681,206,17,36901,2029510032,BX17,East Tremont                                                               ,Uchechukwu Njoku,12,X812,COMMUNITY SCHOOL DISTRICT 12,"1919 PROSPECT AVENUE
BRONX, NY 10457
(40.843705, -73.890145)"
X341,Accion Academy,1825 PROSPECT AVENUE,1014385,246265,206,17,36902,2029490064,BX17,East Tremont                                                               ,Rajendra Jimenez Jailall,12,X812,COMMUNITY SCHOOL DISTRICT 12,"1825 PROSPECT AVENUE
BRONX, NY 10457
(40.842564, -73.891086)"
X372,Urban Assembly School for Wildlife Conservation,2024 MOHEGAN AVENUE,1016292,246711,206,17,36300,2031230003,BX17,East Tremont                                                               ,Astrid Jacobo,12,HS03,NULL,"2024 MOHEGAN AVENUE
BRONX, NY 10460
(40.843781, -73.884192)"
X383,Emolior Academy,1970 WEST FARMS ROAD,1017473,245079,206,17,6000,2030210038,BX75,Crotona Park East                                                          ,Michael Abbey,12,X812,COMMUNITY SCHOOL DISTRICT 12,"1970 WEST FARMS ROAD
BRONX, NY 10460
(40.839297, -73.879931)"
X384,Entrada Academy,977 FOX STREET,1013486,238792,202,17,15900,2027140004,BX27,Hunts Point                                                                ,VICTOR FRIAS,12,X812,COMMUNITY SCHOOL DISTRICT 12,"977 FOX STREET
BRONX, NY 10459
(40.822056, -73.894368)"
K008,P.S. 008 Robert Fulton,37 HICKS STREET,986235,194564,302,33,100,3002110001,BK09,Brooklyn Heights-Cobble Hill                                               ,Patricia Peterson,13,K813,COMMUNITY SCHOOL DISTRICT 13,"37 HICKS STREET
BROOKLYN, NY 11201
(40.700709, -73.992841)"
K113,M.S. 113 Ronald Edmonds Learning Center,300 ADELPHI STREET,992161,190215,302,35,18100,3021030004,BK68,Fort Greene                                                                ,Dawnique Daughtry,13,K813,COMMUNITY SCHOOL DISTRICT 13,"300 ADELPHI STREET
BROOKLYN, NY 11205
(40.688769, -73.971474)"
K265,Dr. Susan S. McKinney Secondary School of the Arts,101 PARK AVENUE,990876,193278,302,35,21100,3020280001,BK68,Fort Greene                                                                ,Michael Walker,13,K813,COMMUNITY SCHOOL DISTRICT 13,"101 PARK AVENUE
BROOKLYN, NY 11205
(40.697177, -73.976104)"
K266,M.S. K266 - Park Place Community Middle School,62 PARK PLACE,990727,186586,306,39,12902,3009410050,BK37,Park Slope-Gowanus                                                         ,Glenda Esperance,13,K813,COMMUNITY SCHOOL DISTRICT 13,"62 PARK PLACE
BROOKLYN, NY 11217
(40.678809, -73.976648)"
K282,P.S. 282 Park Slope,180 6 AVENUE,990357,185799,306,39,13100,3009500024,BK37,Park Slope-Gowanus                                                         ,Rashan Hoke,13,K813,COMMUNITY SCHOOL DISTRICT 13,"180 6 AVENUE
BROOKLYN, NY 11217
(40.676649, -73.977983)"
K301,Satellite East Middle School,344 MONROE STREET,999301,189083,303,36,26500,3018190014,BK75,Bedford                                                                    ,KIM MCPHERSON,13,K813,COMMUNITY SCHOOL DISTRICT 13,"344 MONROE STREET
BROOKLYN, NY 11216
(40.685653, -73.94573)"
K791,Brooklyn Dreams Charter School,259 PARKVILLE AVENUE,992608,169587,314,40,48200,3054240029,BK42,Flatbush                                                                   ,Richard Carter,22,NULL,OFFICE OF CHARTER SCHOOLS,"259 PARKVILLE AVENUE
BROOKLYN, NY 11230
(40.632149, -73.969887)"
K313,Dock Street School for STEAM Studies,19 DOCK STREET,986447,195381,302,33,2100,3000367504,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,Melissa Vaughan,13,K813,COMMUNITY SCHOOL DISTRICT 13,"19 DOCK STREET
BROOKLYN, NY 11201
(40.702952, -73.992076)"
K351,The Urban Assembly Unison School,170 GATES AVENUE,995195,188583,302,35,23100,3019830010,BK69,Clinton Hill                                                               ,Emily Jarrell,13,K813,COMMUNITY SCHOOL DISTRICT 13,"170 GATES AVENUE
BROOKLYN, NY 11238
(40.684286, -73.960536)"
K492,Academy of Arts and Letters,225 ADELPHI STREET,992321,190934,302,35,18300,3020910003,BK68,Fort Greene                                                                ,John Oreilly,13,K813,COMMUNITY SCHOOL DISTRICT 13,"225 ADELPHI STREET
BROOKLYN, NY 11205
(40.690742, -73.970896)"
K527,Urban Assembly Institute of Math and Science for Y,283 ADAMS STREET,987488,192349,302,33,1100,3001400010,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,Kiri Soares,13,HS03,NULL,"283 ADAMS STREET
BROOKLYN, NY 11201
(40.694629, -73.988323)"
K691,Fort Greene Preparatory Academy,100 CLERMONT AVENUE,992113,192314,302,35,18700,3020450011,BK68,Fort Greene                                                                ,Paula Lettiere,13,K813,COMMUNITY SCHOOL DISTRICT 13,"100 CLERMONT AVENUE
BROOKLYN, NY 11205
(40.69453, -73.971644)"
K050,J.H.S. 050 John D. Wells,183 SOUTH  3 STREET,995301,198649,301,34,52300,3024190001,BK73,North Side-South Side                                                      ,Benjamin Honoroff,14,K814,COMMUNITY SCHOOL DISTRICT 14,"183 SOUTH 3 STREET
BROOKLYN, NY 11211
(40.711915, -73.960137)"
K740,Brooklyn Scholars Charter School,2635 LINDEN BOULEVARD,1021107,183169,305,42,120800,3044640025,BK82,East New York                                                              ,Desiree Kirton,19,NULL,OFFICE OF CHARTER SCHOOLS,"2635 LINDEN BOULEVARD
BROOKLYN, NY 11208
(40.669356, -73.867138)"
K071,Juan Morel Campos Secondary School,215 HEYWARD STREET,997197,195765,301,33,52900,3022270001,BK72,Williamsburg                                                               ,ESTHER SHALI OGLI,14,K814,COMMUNITY SCHOOL DISTRICT 14,"215 HEYWARD STREET
BROOKLYN, NY 11206
(40.703996, -73.953304)"
K084,P.S. 084 Jose De Diego,250 BERRY STREET,994283,199805,301,34,55100,3023910001,BK73,North Side-South Side                                                      ,Sereida Rodriguez,14,K814,COMMUNITY SCHOOL DISTRICT 14,"250 BERRY STREET
BROOKLYN, NY 11211
(40.715089, -73.963808)"
K126,John Ericsson Middle School 126,424 LEONARD STREET,998683,201530,301,33,49900,3027120001,BK76,Greenpoint                                                                 ,MARIA ORTEGA,14,K814,COMMUNITY SCHOOL DISTRICT 14,"424 LEONARD STREET
BROOKLYN, NY 11222
(40.719818, -73.947932)"
K157,P.S./I.S. 157 The Benjamin Franklin Health & Scien,850 KENT AVENUE,995342,192631,303,33,123700,3018970013,BK75,Bedford                                                                    ,KOURTNEY BOYD,14,K814,COMMUNITY SCHOOL DISTRICT 14,"850 KENT AVENUE
BROOKLYN, NY 11205
(40.695397, -73.959999)"
K318,I.S. 318 Eugenio Maria De Hostos,101 WALTON STREET,998454,195415,301,33,50900,3022460001,BK72,Williamsburg                                                               ,Leander Windley,14,K814,COMMUNITY SCHOOL DISTRICT 14,"101 WALTON STREET
BROOKLYN, NY 11206
(40.703034, -73.948771)"
K577,Conselyea Preparatory School,208 NORTH  5 STREET,996087,199871,301,34,51900,3023450001,BK73,North Side-South Side                                                      ,MARIA MASULLO,14,K814,COMMUNITY SCHOOL DISTRICT 14,"208 NORTH 5 STREET
BROOKLYN, NY 11211
(40.715268, -73.9573)"
K582,M.S. 582,207 BUSHWICK AVENUE,1001055,197519,301,34,48500,3030460001,BK78,Bushwick South                                                             ,BRIAN WALSH,14,K814,COMMUNITY SCHOOL DISTRICT 14,"207 BUSHWICK AVENUE
BROOKLYN, NY 11206
(40.708804, -73.939385)"
K586,Lyons Community School,223 GRAHAM AVENUE,999647,197868,301,34,50500,3030250001,BK90,East Williamsburg                                                          ,KAREN ONISHI,14,HS12,NULL,"223 GRAHAM AVENUE
BROOKLYN, NY 11206
(40.709765, -73.944463)"
K614,Young Women's Leadership School of Brooklyn,325 BUSHWICK AVENUE,1001221,196135,301,34,48500,3030910001,BK78,Bushwick South                                                             ,Catherine Mitchell,14,HS07,NULL,"325 BUSHWICK AVENUE
BROOKLYN, NY 11206
(40.705005, -73.93879)"
K051,M.S. 51 William Alexander,350 5 AVENUE,988397,184235,306,39,13500,3009810111,BK37,Park Slope-Gowanus                                                         ,LENORE DILEO BERNER,15,K815,COMMUNITY SCHOOL DISTRICT 15,"350 5 AVENUE
BROOKLYN, NY 11215
(40.672358, -73.98505)"
K088,J.H.S. 088 Peter Rouget,544 7TH AVENUE,987373,180026,307,38,14700,3008800001,BK32,Sunset Park West                                                           ,AILENE MITCHELL,15,K815,COMMUNITY SCHOOL DISTRICT 15,"544 7TH AVENUE
BROOKLYN, NY 11215
(40.660805, -73.988743)"
K136,I.S. 136 Charles O. Dewey,4004 4 AVENUE,982142,176864,307,38,8200,3007130020,BK32,Sunset Park West                                                           ,ERIC SACKLER,15,K815,COMMUNITY SCHOOL DISTRICT 15,"4004 4 AVENUE
BROOKLYN, NY 11232
(40.652127, -74.007596)"
K442,M.S. 442 Carroll Gardens School for Innovation,500 19 STREET,988935,178619,307,38,150200,0,BK40,Windsor Terrace                                                            ,NOREEN MILLS,15,K815,COMMUNITY SCHOOL DISTRICT 15,"500 19 STREET
BROOKLYN, NY 11215
(40.656952, -73.983116)"
K443,New Voices School of Academic & Creative Arts,330 18 STREET,987373,180026,307,38,14700,3008800001,BK32,Sunset Park West                                                           ,FRANK GIORDANO,15,K815,COMMUNITY SCHOOL DISTRICT 15,"330 18 STREET
BROOKLYN, NY 11215
(40.660805, -73.988743)"
K447,The Math & Science Exploratory School,345 DEAN STREET,989723,188459,302,33,3900,3001920013,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,Arin Rusch,15,K815,COMMUNITY SCHOOL DISTRICT 15,"345 DEAN STREET
BROOKLYN, NY 11217
(40.683951, -73.980266)"
K448,Brooklyn Secondary School for Collaborative Studie,610 HENRY STREET,983689,186823,306,39,6300,3003690001,BK33,Carroll Gardens-Columbia Street-Red Hook                                   ,Priscilla Chan,15,HS12,NULL,"610 HENRY STREET
BROOKLYN, NY 11231
(40.679462, -74.002022)"
K464,Park Slope Collegiate,237 7 AVENUE,990192,183105,306,39,15500,3010820001,BK37,Park Slope-Gowanus                                                         ,JILL BLOOMBERG,15,HS06,NULL,"237 7 AVENUE
BROOKLYN, NY 11215
(40.669255, -73.97858)"
K497,The Boerum Hill School for International Studies,284 BALTIC STREET,986110,188843,306,33,6900,3004020001,BK38,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill                           ,NICOLE LANZILLOTTO,15,K815,COMMUNITY SCHOOL DISTRICT 15,"284 BALTIC STREET
BROOKLYN, NY 11201
(40.685006, -73.993293)"
K821,Sunset Park Prep,4004 4 AVENUE,982142,176864,307,38,8200,3007130020,BK32,Sunset Park West                                                           ,Jennifer Spalding,15,K815,COMMUNITY SCHOOL DISTRICT 15,"4004 4 AVENUE
BROOKLYN, NY 11232
(40.652127, -74.007596)"
